#globch	roc	feb	febch	mapmt	pixel	xcoord	ycoord	xbin	ybin	trb	trbch
#--------------------------------------------------------------------------------------------
474	1	2	90	8	27	94.1875	40.0625	13	4	7	0
475	1	2	91	8	31	69.6875	40.0625	9	4	7	0
476	1	2	92	8	26	100.312	40.0625	14	4	7	0
477	1	2	93	8	30	75.8125	40.0625	10	4	7	0
478	1	2	94	8	28	88.0625	40.0625	12	4	7	0
479	1	2	95	8	32	63.5625	40.0625	8	4	7	0
480	1	2	96	8	33	106.438	33.9375	15	3	7	0
481	1	2	97	8	37	81.9375	33.9375	11	3	7	0
482	1	2	98	8	35	94.1875	33.9375	13	3	7	0
483	1	2	99	8	39	69.6875	33.9375	9	3	7	0
484	1	2	100	8	34	100.312	33.9375	14	3	7	0
485	1	2	101	8	38	75.8125	33.9375	10	3	7	0
486	1	2	102	8	36	88.0625	33.9375	12	3	7	0
487	1	2	103	8	40	63.5625	33.9375	8	3	7	0
488	1	2	104	8	41	106.438	27.8125	15	2	7	0
489	1	2	105	8	45	81.9375	27.8125	11	2	7	0
490	1	2	106	8	43	94.1875	27.8125	13	2	7	0
491	1	2	107	8	47	69.6875	27.8125	9	2	7	0
492	1	2	108	8	42	100.312	27.8125	14	2	7	0
493	1	2	109	8	46	75.8125	27.8125	10	2	7	0
494	1	2	110	8	44	88.0625	27.8125	12	2	7	0
495	1	2	111	8	48	63.5625	27.8125	8	2	7	0
496	1	2	112	8	49	106.438	21.6875	15	1	7	0
497	1	2	113	8	53	81.9375	21.6875	11	1	7	0
498	1	2	114	8	51	94.1875	21.6875	13	1	7	0
499	1	2	115	8	55	69.6875	21.6875	9	1	7	0
500	1	2	116	8	50	100.312	21.6875	14	1	7	0
501	1	2	117	8	54	75.8125	21.6875	10	1	7	0
502	1	2	118	8	52	88.0625	21.6875	12	1	7	0
503	1	2	119	8	56	63.5625	21.6875	8	1	7	0
504	1	2	120	8	57	106.438	15.5625	15	0	7	0
505	1	2	121	8	61	81.9375	15.5625	11	0	7	0
506	1	2	122	8	59	94.1875	15.5625	13	0	7	0
507	1	2	123	8	63	69.6875	15.5625	9	0	7	0
508	1	2	124	8	58	100.312	15.5625	14	0	7	0
509	1	2	125	8	62	75.8125	15.5625	10	0	7	0
510	1	2	126	8	60	88.0625	15.5625	12	0	7	0
511	1	2	127	8	64	63.5625	15.5625	8	0	7	0
512	2	0	0	9	1	160.438	220.438	23	31	0       0
513	2	0	1	9	5	135.938	220.438	19	31	0       0
514	2	0	2	9	3	148.188	220.438	21	31	0       0 
515	2	0	3	9	7	123.688	220.438	17	31	0       0
516	2	0	4	9	2	154.312	220.438	22	31	0       0
517	2	0	5	9	6	129.812	220.438	18	31	0       0
518	2	0	6	9	4	142.062	220.438	20	31	0       0
519	2	0	7	9	8	117.562	220.438	16	31	0       0
520	2	0	8	9	9	160.438	214.312	23	30	0       0
521	2	0	9	9	13	135.938	214.312	19	30	0       0
522	2	0	10	9	11	148.188	214.312	21	30	0       0
523	2	0	11	9	15	123.688	214.312	17	30	0       0
524	2	0	12	9	10	154.312	214.312	22	30	0       0
525	2	0	13	9	14	129.812	214.312	18	30	0       0
526	2	0	14	9	12	142.062	214.312	20	30	0       0
527	2	0	15	9	16	117.562	214.312	16	30	0       0
528	2	0	16	9	17	160.438	208.188	23	29	0       0
529	2	0	17	9	21	135.938	208.188	19	29	0       0
530	2	0	18	9	19	148.188	208.188	21	29	0       0
531	2	0	19	9	23	123.688	208.188	17	29	0       0
532	2	0	20	9	18	154.312	208.188	22	29	0       0
533	2	0	21	9	22	129.812	208.188	18	29	0       0
534	2	0	22	9	20	142.062	208.188	20	29	0       0
535	2	0	23	9	24	117.562	208.188	16	29	0       0
536	2	0	24	9	25	160.438	202.062	23	28	0       0
537	2	0	25	9	29	135.938	202.062	19	28	0       0
538	2	0	26	9	27	148.188	202.062	21	28	0       0
539	2	0	27	9	31	123.688	202.062	17	28	0       0
540	2	0	28	9	26	154.312	202.062	22	28	0       0
541	2	0	29	9	30	129.812	202.062	18	28	0       0
542	2	0	30	9	28	142.062	202.062	20	28	0       0
543	2	0	31	9	32	117.562	202.062	16	28	0       0
544	2	0	32	9	33	160.438	195.938	23	27	0       0
545	2	0	33	9	37	135.938	195.938	19	27	0       0
546	2	0	34	9	35	148.188	195.938	21	27	0       0
547	2	0	35	9	39	123.688	195.938	17	27	0       0
548	2	0	36	9	34	154.312	195.938	22	27	0       0
549	2	0	37	9	38	129.812	195.938	18	27	0       0
550	2	0	38	9	36	142.062	195.938	20	27	0       0
551	2	0	39	9	40	117.562	195.938	16	27	0       0
552	2	0	40	9	41	160.438	189.812	23	26	0       0
553	2	0	41	9	45	135.938	189.812	19	26	0       0
554	2	0	42	9	43	148.188	189.812	21	26	0       0
555	2	0	43	9	47	123.688	189.812	17	26	0       0
556	2	0	44	9	42	154.312	189.812	22	26	0       0
557	2	0	45	9	46	129.812	189.812	18	26	0       0
558	2	0	46	9	44	142.062	189.812	20	26	0       0
559	2	0	47	9	48	117.562	189.812	16	26	0       0
560	2	0	48	9	49	160.438	183.688	23	25	0       0
561	2	0	49	9	53	135.938	183.688	19	25	0       0
562	2	0	50	9	51	148.188	183.688	21	25	0       0
563	2	0	51	9	55	123.688	183.688	17	25	0       0
564	2	0	52	9	50	154.312	183.688	22	25	0       0
565	2	0	53	9	54	129.812	183.688	18	25	0       0
566	2	0	54	9	52	142.062	183.688	20	25	0       0
567	2	0	55	9	56	117.562	183.688	16	25	0       0
568	2	0	56	9	57	160.438	177.562	23	24	0       0
569	2	0	57	9	61	135.938	177.562	19	24	0       0
570	2	0	58	9	59	148.188	177.562	21	24	0       0
571	2	0	59	9	63	123.688	177.562	17	24	0       0
572	2	0	60	9	58	154.312	177.562	22	24	0       0
573	2	0	61	9	62	129.812	177.562	18	24	0       0
574	2	0	62	9	60	142.062	177.562	20	24	0       0
575	2	0	63	9	64	117.562	177.562	16	24	0       0
576	2	0	64	10	1	160.438	166.438	23	23	0       0
577	2	0	65	10	5	135.938	166.438	19	23	0       0
578	2	0	66	10	3	148.188	166.438	21	23	0       0
579	2	0	67	10	7	123.688	166.438	17	23	0       0
580	2	0	68	10	2	154.312	166.438	22	23	0       0
581	2	0	69	10	6	129.812	166.438	18	23	0       0
582	2	0	70	10	4	142.062	166.438	20	23	0       0
583	2	0	71	10	8	117.562	166.438	16	23	0       0
584	2	0	72	10	9	160.438	160.312	23	22	0       0
585	2	0	73	10	13	135.938	160.312	19	22	0       0
586	2	0	74	10	11	148.188	160.312	21	22	0       0
587	2	0	75	10	15	123.688	160.312	17	22	0       0
588	2	0	76	10	10	154.312	160.312	22	22	0       0
589	2	0	77	10	14	129.812	160.312	18	22	0       0
590	2	0	78	10	12	142.062	160.312	20	22	0       0
591	2	0	79	10	16	117.562	160.312	16	22	0       0
592	2	0	80	10	17	160.438	154.188	23	21	0       0
593	2	0	81	10	21	135.938	154.188	19	21	0       0
594	2	0	82	10	19	148.188	154.188	21	21	0       0
595	2	0	83	10	23	123.688	154.188	17	21	0       0
596	2	0	84	10	18	154.312	154.188	22	21	0       0
597	2	0	85	10	22	129.812	154.188	18	21	0       0
598	2	0	86	10	20	142.062	154.188	20	21	0       0
599	2	0	87	10	24	117.562	154.188	16	21	0       0
600	2	0	88	10	25	160.438	148.062	23	20	0       0
601	2	0	89	10	29	135.938	148.062	19	20	0       0
602	2	0	90	10	27	148.188	148.062	21	20	0       0
603	2	0	91	10	31	123.688	148.062	17	20	0       0
604	2	0	92	10	26	154.312	148.062	22	20	0       0
605	2	0	93	10	30	129.812	148.062	18	20	0       0
606	2	0	94	10	28	142.062	148.062	20	20	0       0
607	2	0	95	10	32	117.562	148.062	16	20	0       0
608	2	0	96	10	33	160.438	141.938	23	19	0       0
609	2	0	97	10	37	135.938	141.938	19	19	0       0
610	2	0	98	10	35	148.188	141.938	21	19	0       0
611	2	0	99	10	39	123.688	141.938	17	19	0       0
612	2	0	100	10	34	154.312	141.938	22	19	0       0
613	2	0	101	10	38	129.812	141.938	18	19	0       0
614	2	0	102	10	36	142.062	141.938	20	19	0       0
615	2	0	103	10	40	117.562	141.938	16	19	0       0
616	2	0	104	10	41	160.438	135.812	23	18	0       0
617	2	0	105	10	45	135.938	135.812	19	18	0       0
618	2	0	106	10	43	148.188	135.812	21	18	0       0
619	2	0	107	10	47	123.688	135.812	17	18	0       0
620	2	0	108	10	42	154.312	135.812	22	18	0       0
621	2	0	109	10	46	129.812	135.812	18	18	0       0
622	2	0	110	10	44	142.062	135.812	20	18	0       0
623	2	0	111	10	48	117.562	135.812	16	18	0       0
624	2	0	112	10	49	160.438	129.688	23	17	0       0
625	2	0	113	10	53	135.938	129.688	19	17	0       0
626	2	0	114	10	51	148.188	129.688	21	17	0       0
627	2	0	115	10	55	123.688	129.688	17	17	0       0
628	2	0	116	10	50	154.312	129.688	22	17	0       0
629	2	0	117	10	54	129.812	129.688	18	17	0       0
630	2	0	118	10	52	142.062	129.688	20	17	0       0
631	2	0	119	10	56	117.562	129.688	16	17	0       0
632	2	0	120	10	57	160.438	123.562	23	16	0       0
633	2	0	121	10	61	135.938	123.562	19	16	0       0
634	2	0	122	10	59	148.188	123.562	21	16	0       0
635	2	0	123	10	63	123.688	123.562	17	16	0       0
636	2	0	124	10	58	154.312	123.562	22	16	0       0
637	2	0	125	10	62	129.812	123.562	18	16	0       0
638	2	0	126	10	60	142.062	123.562	20	16	0       0
639	2	0	127	10	64	117.562	123.562	16	16	0       0
640	2	2	0	11	1	160.438	112.438	23	15	6       0
641	2	2	1	11	5	135.938	112.438	19	15	6       0
642	2	2	2	11	3	148.188	112.438	21	15	6       0
643	2	2	3	11	7	123.688	112.438	17	15	6       0
644	2	2	4	11	2	154.312	112.438	22	15	6       0
645	2	2	5	11	6	129.812	112.438	18	15	6       0
646	2	2	6	11	4	142.062	112.438	20	15	6       0
647	2	2	7	11	8	117.562	112.438	16	15	6       0
648	2	2	8	11	9	160.438	106.312	23	14	6       0
649	2	2	9	11	13	135.938	106.312	19	14	6       0
650	2	2	10	11	11	148.188	106.312	21	14	6       0
651	2	2	11	11	15	123.688	106.312	17	14	6       0
652	2	2	12	11	10	154.312	106.312	22	14	6       0
653	2	2	13	11	14	129.812	106.312	18	14	6       0
654	2	2	14	11	12	142.062	106.312	20	14	6       0
655	2	2	15	11	16	117.562	106.312	16	14	6       0
656	2	2	16	11	17	160.438	100.188	23	13	6       0
657	2	2	17	11	21	135.938	100.188	19	13	6       0
658	2	2	18	11	19	148.188	100.188	21	13	6       0
659	2	2	19	11	23	123.688	100.188	17	13	6       0
660	2	2	20	11	18	154.312	100.188	22	13	6       0
661	2	2	21	11	22	129.812	100.188	18	13	6       0
662	2	2	22	11	20	142.062	100.188	20	13	6       0
663	2	2	23	11	24	117.562	100.188	16	13	6       0
664	2	2	24	11	25	160.438	94.0625	23	12	6       0
665	2	2	25	11	29	135.938	94.0625	19	12	6       0
666	2	2	26	11	27	148.188	94.0625	21	12	6       0
667	2	2	27	11	31	123.688	94.0625	17	12	6       0
668	2	2	28	11	26	154.312	94.0625	22	12	6       0
669	2	2	29	11	30	129.812	94.0625	18	12	6       0
670	2	2	30	11	28	142.062	94.0625	20	12	6       0
671	2	2	31	11	32	117.562	94.0625	16	12	6       0
672	2	2	32	11	33	160.438	87.9375	23	11	6       0
673	2	2	33	11	37	135.938	87.9375	19	11	6       0
674	2	2	34	11	35	148.188	87.9375	21	11	6       0
675	2	2	35	11	39	123.688	87.9375	17	11	6       0
676	2	2	36	11	34	154.312	87.9375	22	11	6       0
677	2	2	37	11	38	129.812	87.9375	18	11	6       0
678	2	2	38	11	36	142.062	87.9375	20	11	6       0
679	2	2	39	11	40	117.562	87.9375	16	11	6       0
680	2	2	40	11	41	160.438	81.8125	23	10	6       0
681	2	2	41	11	45	135.938	81.8125	19	10	6       0
682	2	2	42	11	43	148.188	81.8125	21	10	6       0
683	2	2	43	11	47	123.688	81.8125	17	10	6       0
684	2	2	44	11	42	154.312	81.8125	22	10	6       0
685	2	2	45	11	46	129.812	81.8125	18	10	6       0
686	2	2	46	11	44	142.062	81.8125	20	10	6       0
687	2	2	47	11	48	117.562	81.8125	16	10	6       0
688	2	2	48	11	49	160.438	75.6875	23	9	6       0
689	2	2	49	11	53	135.938	75.6875	19	9	6       0
690	2	2	50	11	51	148.188	75.6875	21	9	6       0
691	2	2	51	11	55	123.688	75.6875	17	9	6       0
692	2	2	52	11	50	154.312	75.6875	22	9	6       0
693	2	2	53	11	54	129.812	75.6875	18	9	6       0
694	2	2	54	11	52	142.062	75.6875	20	9	6       0
695	2	2	55	11	56	117.562	75.6875	16	9	6       0
696	2	2	56	11	57	160.438	69.5625	23	8	6       0
697	2	2	57	11	61	135.938	69.5625	19	8	6       0
698	2	2	58	11	59	148.188	69.5625	21	8	6       0
699	2	2	59	11	63	123.688	69.5625	17	8	6       0
700	2	2	60	11	58	154.312	69.5625	22	8	6       0
701	2	2	61	11	62	129.812	69.5625	18	8	6       0
702	2	2	62	11	60	142.062	69.5625	20	8	6       0
703	2	2	63	11	64	117.562	69.5625	16	8	6       0
704	2	2	64	12	1	160.438	58.4375	23	7	2       0
705	2	2	65	12	5	135.938	58.4375	19	7	2       0
706	2	2	66	12	3	148.188	58.4375	21	7	2       0
707	2	2	67	12	7	123.688	58.4375	17	7	2       0
708	2	2	68	12	2	154.312	58.4375	22	7	2       0
709	2	2	69	12	6	129.812	58.4375	18	7	2       0
710	2	2	70	12	4	142.062	58.4375	20	7	2       0
711	2	2	71	12	8	117.562	58.4375	16	7	2       0
712	2	2	72	12	9	160.438	52.3125	23	6	2       0
713	2	2	73	12	13	135.938	52.3125	19	6	2       0
714	2	2	74	12	11	148.188	52.3125	21	6	2       0
715	2	2	75	12	15	123.688	52.3125	17	6	2       0
716	2	2	76	12	10	154.312	52.3125	22	6	2       0
717	2	2	77	12	14	129.812	52.3125	18	6	2       0
718	2	2	78	12	12	142.062	52.3125	20	6	2       0
719	2	2	79	12	16	117.562	52.3125	16	6	2       0
720	2	2	80	12	17	160.438	46.1875	23	5	2       0
721	2	2	81	12	21	135.938	46.1875	19	5	2       0
722	2	2	82	12	19	148.188	46.1875	21	5	2       0
723	2	2	83	12	23	123.688	46.1875	17	5	2       0
724	2	2	84	12	18	154.312	46.1875	22	5	2       0
725	2	2	85	12	22	129.812	46.1875	18	5	2       0
726	2	2	86	12	20	142.062	46.1875	20	5	2       0
727	2	2	87	12	24	117.562	46.1875	16	5	2       0
728	2	2	88	12	25	160.438	40.0625	23	4	2       0
729	2	2	89	12	29	135.938	40.0625	19	4	2       0
730	2	2	90	12	27	148.188	40.0625	21	4	2       0
731	2	2	91	12	31	123.688	40.0625	17	4	2       0
732	2	2	92	12	26	154.312	40.0625	22	4	2       0
733	2	2	93	12	30	129.812	40.0625	18	4	2       0
734	2	2	94	12	28	142.062	40.0625	20	4	2       0
735	2	2	95	12	32	117.562	40.0625	16	4	2       0
736	2	2	96	12	33	160.438	33.9375	23	3	2       0
737	2	2	97	12	37	135.938	33.9375	19	3	2       0
738	2	2	98	12	35	148.188	33.9375	21	3	2       0
739	2	2	99	12	39	123.688	33.9375	17	3	2       0
740	2	2	100	12	34	154.312	33.9375	22	3	2       0
741	2	2	101	12	38	129.812	33.9375	18	3	2       0
742	2	2	102	12	36	142.062	33.9375	20	3	2       0
743	2	2	103	12	40	117.562	33.9375	16	3	2       0
744	2	2	104	12	41	160.438	27.8125	23	2	2       0
745	2	2	105	12	45	135.938	27.8125	19	2	2       0
746	2	2	106	12	43	148.188	27.8125	21	2	2       0
747	2	2	107	12	47	123.688	27.8125	17	2	2       0
748	2	2	108	12	42	154.312	27.8125	22	2	2       0
749	2	2	109	12	46	129.812	27.8125	18	2	2       0
750	2	2	110	12	44	142.062	27.8125	20	2	2       0
751	2	2	111	12	48	117.562	27.8125	16	2	2       0
752	2	2	112	12	49	160.438	21.6875	23	1	2       0
753	2	2	113	12	53	135.938	21.6875	19	1	2       0
754	2	2	114	12	51	148.188	21.6875	21	1	2       0
755	2	2	115	12	55	123.688	21.6875	17	1	2       0
756	2	2	116	12	50	154.312	21.6875	22	1	2       0
757	2	2	117	12	54	129.812	21.6875	18	1	2       0
758	2	2	118	12	52	142.062	21.6875	20	1	2       0
759	2	2	119	12	56	117.562	21.6875	16	1	2       0
760	2	2	120	12	57	160.438	15.5625	23	0	2       0
761	2	2	121	12	61	135.938	15.5625	19	0	2       0
762	2	2	122	12	59	148.188	15.5625	21	0	2       0
763	2	2	123	12	63	123.688	15.5625	17	0	2       0
764	2	2	124	12	58	154.312	15.5625	22	0	2       0
765	2	2	125	12	62	129.812	15.5625	18	0	2       0
766	2	2	126	12	60	142.062	15.5625	20	0	2       0
767	2	2	127	12	64	117.562	15.5625	16	0	2       0
768	3	2	0	13	1	219.688	117.188	31	15	0       0  
769	3	2	1	13	5	193.188	117.188	27	15	0       0 
770	3	2	2	13	2	206.438	117.188	30	15	0       0 
771	3	2	3	13	6	179.938	117.188	26	15	0       0 
772	3	2	4	13	3	213.062	117.188	29	15	0       0 
773	3	2	5	13	7	186.562	117.188	25	15	0       0 
774	3	2	6	13	4	199.812	117.188	28	15	0       0 
775	3	2	7	13	8	173.312	117.188	24	15	0       0 
776	3	2	8	13	9	219.688	110.562	31	14	0       0 
777	3	2	9	13	13	193.188	110.562	27	14	0       0 
778	3	2	10	13	10	206.438	110.562	30	14	0       0 
779	3	2	11	13	14	179.938	110.562	26	14	0       0
780	3	2	12	13	11	213.062	110.562	29	14	0       0
781	3	2	13	13	15	186.562	110.562	25	14	0       0
782	3	2	14	13	12	199.812	110.562	28	14	0       0
783	3	2	15	13	16	173.312	110.562	24	14	0       0
784	3	2	16	13	17	219.688	103.938	31	13	0       0
785	3	2	17	13	21	193.188	103.938	27	13	0       0
786	3	2	18	13	18	206.438	103.938	30	13 	0       0
787	3	2	19	13	22	179.938	103.938	26	13	0       0
788	3	2	20	13	19	213.062	103.938	29	13	0       0
789	3	2	21	13	23	186.562	103.938	25	13	0       0
790	3	2	22	13	20	199.812	103.938	28	13	0       0
791	3	2	23	13	24	173.312	103.938	24	13	0       0
792	3	2	24	13	25	219.688	97.3125	31	12	0       0
793	3	2	25	13	29	193.188	97.3125	27	12	0       0
794	3	2	26	13	26	206.438	97.3125	30	12	0       0
795	3	2	27	13	30	179.938	97.3125	26	12	0       0
796	3	2	28	13	27	213.062	97.3125	29	12	0       0
797	3	2	29	13	31	186.562	97.3125	25	12	0       0
798	3	2	30	13	28	199.812	97.3125	28	12	0       0
799	3	2	31	13	32	173.312	97.3125	24	12	0       0
800	3	2	32	13	33	219.688	90.6875	31	11	0       0
801	3	2	33	13	37	193.188	90.6875	27	11	0       0
802	3	2	34	13	34	206.438	90.6875	30	11	0       0
803	3	2	35	13	38	179.938	90.6875	26	11	0       0
804	3	2	36	13	35	213.062	90.6875	29	11	0       0
805	3	2	37	13	39	186.562	90.6875	25	11	0       0
806	3	2	38	13	36	199.812	90.6875	28	11	0       0
807	3	2	39	13	40	173.312	90.6875	24	11	0       0
808	3	2	40	13	41	219.688	84.0625	31	10	0       0
809	3	2	41	13	45	193.188	84.0625	27	10	0       0
810	3	2	42	13	42	206.438	84.0625	30	10	0       0
811	3	2	43	13	46	179.938	84.0625	26	10	0       0
812	3	2	44	13	43	213.062	84.0625	29	10	0       0
813	3	2	45	13	47	186.562	84.0625	25	10	0       0
814	3	2	46	13	44	199.812	84.0625	28	10	0       0
815	3	2	47	13	48	173.312	84.0625	24	10	0       0
816	3	2	48	13	49	219.688	77.4375	31	9	0       0
817	3	2	49	13	53	193.188	77.4375	27	9	0       0
818	3	2	50	13	50	206.438	77.4375	30	9	0       0
819	3	2	51	13	54	179.938	77.4375	26	9	0       0
820	3	2	52	13	51	213.062	77.4375	29	9	0       0
821	3	2	53	13	55	186.562	77.4375	25	9	0       0
822	3	2	54	13	52	199.812	77.4375	28	9	0	0
823	3	2	55	13	56	173.312	77.4375	24	9	0       0
824	3	2	56	13	57	219.688	70.8125	31	8	0       0
825	3	2	57	13	61	193.188	70.8125	27	8	0       0
826	3	2	58	13	58	206.438	70.8125	30	8	0       0
827	3	2	59	13	62	179.938	70.8125	26	8	0       0
828	3	2	60	13	59	213.062	70.8125	29	8	0       0
829	3	2	61	13	63	186.562	70.8125	25	8	0       0
830	3	2	62	13	60	199.812	70.8125	28	8	0       0
831	3	2	63	13	64	173.312	70.8125	24	8	0       0
832	3	2	64	14	1	219.688	57.1875	31	7	0       0
833	3	2	65	14	5	193.188	57.1875	27	7	0       0
834	3	2	66	14	2	206.438	57.1875	30	7	0       0
835	3	2	67	14	6	179.938	57.1875	26	7	0       0
836	3	2	68	14	3	213.062	57.1875	29	7	0       0
837	3	2	69	14	7	186.562	57.1875	25	7	0       0
838	3	2	70	14	4	199.812	57.1875	28	7	0       0
839	3	2	71	14	8	173.312	57.1875	24	7	0       0
840	3	2	72	14	9	219.688	50.5625	31	6	0       0
841	3	2	73	14	13	193.188	50.5625	27	6	0       0
842	3	2	74	14	10	206.438	50.5625	30	6	0       0
843	3	2	75	14	14	179.938	50.5625	26	6	0       0
844	3	2	76	14	11	213.062	50.5625	29	6	0       0
845	3	2	77	14	15	186.562	50.5625	25	6	0       0
846	3	2	78	14	12	199.812	50.5625	28	6	0       0
847	3	2	79	14	16	173.312	50.5625	24	6	0       0
848	3	2	80	14	17	219.688	43.9375	31	5	0       0
849	3	2	81	14	21	193.188	43.9375	27	5	0       0
850	3	2	82	14	18	206.438	43.9375	30	5	0       0
851	3	2	83	14	22	179.938	43.9375	26	5	0       0
852	3	2	84	14	19	213.062	43.9375	29	5	0       0
853	3	2	85	14	23	186.562	43.9375	25	5	0       0
854	3	2	86	14	20	199.812	43.9375	28	5	0       0
855	3	2	87	14	24	173.312	43.9375	24	5	0       0
856	3	2	88	14	25	219.688	37.3125	31	4	0       0
857	3	2	89	14	29	193.188	37.3125	27	4	0       0
858	3	2	90	14	26	206.438	37.3125	30	4	0       0
859	3	2	91	14	30	179.938	37.3125	26	4	0       0
860	3	2	92	14	27	213.062	37.3125	29	4	0       0
861	3	2	93	14	31	186.562	37.3125	25	4	0       0
862	3	2	94	14	28	199.812	37.3125	28	4	0       0
863	3	2	95	14	32	173.312	37.3125	24	4	0       0
864	3	2	96	14	33	219.688	30.6875	31	3	0       0
865	3	2	97	14	37	193.188	30.6875	27	3	0       0
866	3	2	98	14	34	206.438	30.6875	30	3	0       0
867	3	2	99	14	38	179.938	30.6875	26	3	0       0
868	3	2	100	14	35	213.062	30.6875	29	3	0       0
869	3	2	101	14	39	186.562	30.6875	25	3	0       0
870	3	2	102	14	36	199.812	30.6875	28	3	0       0
871	3	2	103	14	40	173.312	30.6875	24	3	0       0
872	3	2	104	14	41	219.688	24.0625	31	2	0       0
873	3	2	105	14	45	193.188	24.0625	27	2	0       0
874	3	2	106	14	42	206.438	24.0625	30	2	0       0
875	3	2	107	14	46	179.938	24.0625	26	2	0       0
876	3	2	108	14	43	213.062	24.0625	29	2	0       0
877	3	2	109	14	47	186.562	24.0625	25	2	0       0
878	3	2	110	14	44	199.812	24.0625	28	2	0       0
879	3	2	111	14	48	173.312	24.0625	24	2	0       0
880	3	2	112	14	49	219.688	17.4375	31	1	0       0
881	3	2	113	14	53	193.188	17.4375	27	1	0       0
882	3	2	114	14	50	206.438	17.4375	30	1	0       0
883	3	2	115	14	54	179.938	17.4375	26	1	0       0
884	3	2	116	14	51	213.062	17.4375	29	1	0       0
885	3	2	117	14	55	186.562	17.4375	25	1	0       0
886	3	2	118	14	52	199.812	17.4375	28	1	0       0
887	3	2	119	14	56	173.312	17.4375	24	1	0       0
888	3	2	120	14	57	219.688	10.8125	31	0	0       0
889	3	2	121	14	61	193.188	10.8125	27	0	0       0
890	3	2	122	14	58	206.438	10.8125	30	0	0       0
891	3	2	123	14	62	179.938	10.8125	26	0	0       0
892	3	2	124	14	59	213.062	10.8125	29	0	0       0
893	3	2	125	14	63	186.562	10.8125	25	0	0       0
894	3	2	126	14	60	199.812	10.8125	28	0	0       0
895	3	2	127	14	64	173.312	10.8125	24	0	0       0
896	4	2	0	15	1	279.688	117.188	39	15	0       0
897	4	2	1	15	5	253.188	117.188	35	15	0       0
898	4	2	2	15	2	266.438	117.188	38	15	0       0
899	4	2	3	15	6	239.938	117.188	34	15	0       0
900	4	2	4	15	3	273.062	117.188	37	15	0       0
901	4	2	5	15	7	246.562	117.188	33	15	0       0
902	4	2	6	15	4	259.812	117.188	36	15	0       0
903	4	2	7	15	8	233.312	117.188	32	15	0       0
904	4	2	8	15	9	279.688	110.562	39	14	0       0
905	4	2	9	15	13	253.188	110.562	35	14	0       0
906	4	2	10	15	10	266.438	110.562	38	14	0       0
907	4	2	11	15	14	239.938	110.562	34	14	0       0
908	4	2	12	15	11	273.062	110.562	37	14	0       0
909	4	2	13	15	15	246.562	110.562	33	14	0       0
910	4	2	14	15	12	259.812	110.562	36	14	0       0
911	4	2	15	15	16	233.312	110.562	32	14	0       0
912	4	2	16	15	17	279.688	103.938	39	13	0       0
913	4	2	17	15	21	253.188	103.938	35	13	0       0
914	4	2	18	15	18	266.438	103.938	38	13	0       0
915	4	2	19	15	22	239.938	103.938	34	13	0       0
916	4	2	20	15	19	273.062	103.938	37	13	0       0
917	4	2	21	15	23	246.562	103.938	33	13	0       0
918	4	2	22	15	20	259.812	103.938	36	13	0       0
919	4	2	23	15	24	233.312	103.938	32	13	0       0
920	4	2	24	15	25	279.688	97.3125	39	12	0       0
921	4	2	25	15	29	253.188	97.3125	35	12	0       0
922	4	2	26	15	26	266.438	97.3125	38	12	0       0
923	4	2	27	15	30	239.938	97.3125	34	12	0       0
924	4	2	28	15	27	273.062	97.3125	37	12	0       0
925	4	2	29	15	31	246.562	97.3125	33	12	0       0
926	4	2	30	15	28	259.812	97.3125	36	12	0       0
927	4	2	31	15	32	233.312	97.3125	32	12	0       0
928	4	2	32	15	33	279.688	90.6875	39	11	0       0
929	4	2	33	15	37	253.188	90.6875	35	11	0       0
930	4	2	34	15	34	266.438	90.6875	38	11	0       0
931	4	2	35	15	38	239.938	90.6875	34	11	0       0
932	4	2	36	15	35	273.062	90.6875	37	11	0       0
933	4	2	37	15	39	246.562	90.6875	33	11	0       0
934	4	2	38	15	36	259.812	90.6875	36	11	0       0
935	4	2	39	15	40	233.312	90.6875	32	11	0       0
936	4	2	40	15	41	279.688	84.0625	39	10	0       0
937	4	2	41	15	45	253.188	84.0625	35	10	0       0
938	4	2	42	15	42	266.438	84.0625	38	10	0       0
939	4	2	43	15	46	239.938	84.0625	34	10	0       0
940	4	2	44	15	43	273.062	84.0625	37	10	0       0
941	4	2	45	15	47	246.562	84.0625	33	10	0       0
942	4	2	46	15	44	259.812	84.0625	36	10	0       0
943	4	2	47	15	48	233.312	84.0625	32	10	0       0
944	4	2	48	15	49	279.688	77.4375	39	9	0       0
945	4	2	49	15	53	253.188	77.4375	35	9	0       0
946	4	2	50	15	50	266.438	77.4375	38	9	0       0
947	4	2	51	15	54	239.938	77.4375	34	9	0       0
948	4	2	52	15	51	273.062	77.4375	37	9	0       0
949	4	2	53	15	55	246.562	77.4375	33	9	0       0
950	4	2	54	15	52	259.812	77.4375	36	9	0       0
951	4	2	55	15	56	233.312	77.4375	32	9	0       0
952	4	2	56	15	57	279.688	70.8125	39	8	0       0
953	4	2	57	15	61	253.188	70.8125	35	8	0       0
954	4	2	58	15	58	266.438	70.8125	38	8	0       0
955	4	2	59	15	62	239.938	70.8125	34	8	0       0
956	4	2	60	15	59	273.062	70.8125	37	8	0       0
957	4	2	61	15	63	246.562	70.8125	33	8	0       0
958	4	2	62	15	60	259.812	70.8125	36	8	0       0
